"","schoolcode","program","averagescore"
"796",10201,"General Arts",373.649253731343
"797",10202,"General Arts",339.27135678392
"798",10203,"General Arts",282.37037037037
"799",10204,"General Arts",245.333333333333
"800",10205,"General Arts",311.243697478992
"801",10210,"General Arts",302.483333333333
"802",10213,"General Arts",299.011235955056
"803",10301,"General Arts",310.222222222222
"804",10302,"General Arts",286.46
"805",10401,"General Arts",337.425
"806",10402,"General Arts",253.390625
"807",10403,"General Arts",265.82
"808",10501,"General Arts",354.179104477612
"809",10502,"General Arts",328.5625
"810",10504,"General Arts",297.9375
"811",20101,"General Arts",358.96
"812",20102,"General Arts",394.366666666667
"813",20103,"General Arts",355.307692307692
"814",20104,"General Arts",383.067164179104
"815",20105,"General Arts",319.131313131313
"816",20106,"General Arts",306.041666666667
"817",20201,"General Arts",323.8
"818",20202,"General Arts",287.288888888889
"819",20203,"General Arts",258.545454545455
"820",20204,"General Arts",260.044776119403
"821",20301,"General Arts",401.657777777778
"822",20302,"General Arts",345.512605042017
"823",20303,"General Arts",365.258426966292
"824",20304,"General Arts",303.2625
"825",20305,"General Arts",284.64
"826",20401,"General Arts",329.778571428571
"827",20402,"General Arts",391.46835443038
"828",20403,"General Arts",323
"829",20404,"General Arts",260.3125
"830",20405,"General Arts",257.838461538462
"831",20406,"General Arts",261.905555555556
"832",20408,"General Arts",283.22
"833",20409,"General Arts",252.765625
"834",20410,"General Arts",325.5875
"835",20501,"General Arts",329.483333333333
"836",20503,"General Arts",285.08
"837",20601,"General Arts",335.430167597765
"838",20602,"General Arts",311.914285714286
"839",20603,"General Arts",297.68156424581
"840",20604,"General Arts",261.083333333333
"841",20606,"General Arts",260.575
"842",20607,"General Arts",247.06
"843",20608,"General Arts",255.3
"844",20702,"General Arts",251.133333333333
"845",20703,"General Arts",243.318181818182
"846",20704,"General Arts",266.656565656566
"847",20801,"General Arts",283.8
"848",20802,"General Arts",256.545454545455
"849",20803,"General Arts",319.683333333333
"850",20804,"General Arts",254.4
"851",20805,"General Arts",248.974358974359
"852",20901,"General Arts",260.591836734694
"853",20902,"General Arts",256.666666666667
"854",21001,"General Arts",302.127777777778
"855",21002,"General Arts",332.2375
"856",21003,"General Arts",412.875
"857",21004,"General Arts",304.48
"858",21005,"General Arts",273.654088050314
"859",21006,"General Arts",312.253333333333
"860",21007,"General Arts",267.054054054054
"861",21008,"General Arts",249.65
"862",21009,"General Arts",240.290322580645
"863",21010,"General Arts",248.441558441558
"864",21101,"General Arts",293.05
"865",21102,"General Arts",310.115
"866",21103,"General Arts",412.642105263158
"867",21104,"General Arts",259.938461538462
"868",21201,"General Arts",288.593333333333
"869",21202,"General Arts",263.383333333333
"870",21203,"General Arts",249.046875
"871",21301,"General Arts",290.56
"872",21302,"General Arts",364.515555555556
"873",21303,"General Arts",350.302469135802
"874",21304,"General Arts",246.072727272727
"875",21305,"General Arts",290.744444444444
"876",21306,"General Arts",251.333333333333
"877",21307,"General Arts",251.25
"878",21401,"General Arts",280.68
"879",21402,"General Arts",237.7
"880",21501,"General Arts",359.849162011173
"881",21502,"General Arts",301.22
"882",21503,"General Arts",249.45
"883",21504,"General Arts",244.778523489933
"884",21601,"General Arts",261.848739495798
"885",30101,"General Arts",392.375
"886",30102,"General Arts",386.316666666667
"887",30103,"General Arts",424.042857142857
"888",30104,"General Arts",399.321428571429
"889",30105,"General Arts",351.118644067797
"890",30106,"General Arts",387.296610169492
"891",30107,"General Arts",429.04
"892",30108,"General Arts",270.670886075949
"893",30109,"General Arts",305.277777777778
"894",30110,"General Arts",263.744444444444
"895",30201,"General Arts",293.85
"896",30202,"General Arts",238.336363636364
"897",30301,"General Arts",401.795454545455
"898",30302,"General Arts",281.6375
"899",30303,"General Arts",282.4
"900",30304,"General Arts",316.63
"901",30305,"General Arts",271.966666666667
"902",30401,"General Arts",373.089655172414
"903",30402,"General Arts",247.42
"904",30403,"General Arts",245.210526315789
"905",30501,"General Arts",356.804054054054
"906",30502,"General Arts",310.060606060606
"907",30503,"General Arts",251.57
"908",30504,"General Arts",275.318181818182
"909",30601,"General Arts",368.341772151899
"910",30602,"General Arts",235.5
"911",30701,"General Arts",287.886597938144
"912",30702,"General Arts",263.770833333333
"913",30703,"General Arts",236.270588235294
"914",30801,"General Arts",316.514285714286
"915",30901,"General Arts",263.958333333333
"916",30902,"General Arts",312.284403669725
"917",30903,"General Arts",325.058333333333
"918",30904,"General Arts",246.193277310924
"919",30905,"General Arts",359.252100840336
"920",31001,"General Arts",337.023076923077
"921",31002,"General Arts",292.181818181818
"922",31101,"General Arts",289.528985507246
"923",31102,"General Arts",246.592814371257
"924",31201,"General Arts",307.26
"925",31202,"General Arts",282
"926",31203,"General Arts",247.836538461538
"927",31204,"General Arts",257.425
"928",31205,"General Arts",253.4
"929",31206,"General Arts",245.254901960784
"930",40101,"General Arts",309.811111111111
"931",40102,"General Arts",339.325925925926
"932",40103,"General Arts",400.269230769231
"933",40104,"General Arts",357.488888888889
"934",40105,"General Arts",360.490909090909
"935",40106,"General Arts",314.474747474747
"936",40107,"General Arts",342.955555555556
"937",40108,"General Arts",293.202247191011
"938",40110,"General Arts",258.99
"939",40111,"General Arts",278.259259259259
"940",40112,"General Arts",266.541666666667
"941",40201,"General Arts",315.088888888889
"942",40202,"General Arts",270.566666666667
"943",40301,"General Arts",277.958974358974
"944",40302,"General Arts",269.777777777778
"945",40303,"General Arts",243.358974358974
"946",40304,"General Arts",255.340659340659
"947",40401,"General Arts",268.444444444444
"948",40402,"General Arts",236.302325581395
"949",40501,"General Arts",287.86
"950",40502,"General Arts",260.24
"951",40503,"General Arts",241.25
"952",40601,"General Arts",278.4
"953",40602,"General Arts",244.8
"954",40603,"General Arts",239.227272727273
"955",40604,"General Arts",248.095238095238
"956",40701,"General Arts",288.755555555556
"957",40702,"General Arts",275.55
"958",40801,"General Arts",249.116666666667
"959",40802,"General Arts",247.333333333333
"960",40901,"General Arts",274.93
"961",40902,"General Arts",290.11
"962",40903,"General Arts",299.309090909091
"963",40904,"General Arts",331.6
"964",40905,"General Arts",234.5
"965",41001,"General Arts",245.68
"966",41002,"General Arts",267.051282051282
"967",41101,"General Arts",258.566666666667
"968",41102,"General Arts",229.107692307692
"969",50101,"General Arts",362.308724832215
"970",50102,"General Arts",399.62893081761
"971",50103,"General Arts",369.218181818182
"972",50104,"General Arts",365.386904761905
"973",50105,"General Arts",377.819047619048
"974",50106,"General Arts",347.345
"975",50107,"General Arts",386.177777777778
"976",50108,"General Arts",393.493333333333
"977",50109,"General Arts",342.09243697479
"978",50110,"General Arts",403.166666666667
"979",50111,"General Arts",353.375
"980",50113,"General Arts",365.866666666667
"981",50114,"General Arts",356.875
"982",50115,"General Arts",327.815
"983",50119,"General Arts",348.2
"984",50139,"General Arts",314.721153846154
"985",50201,"General Arts",394.36875
"986",50202,"General Arts",336.444
"987",50203,"General Arts",333.708542713568
"988",50204,"General Arts",323.75
"989",50205,"General Arts",267.968253968254
"990",50206,"General Arts",267.077777777778
"991",50207,"General Arts",258.094972067039
"992",50301,"General Arts",354.975
"993",50302,"General Arts",294.873333333333
"994",50303,"General Arts",281.3125
"995",50304,"General Arts",275.1125
"996",50305,"General Arts",264.452380952381
"997",50307,"General Arts",300.5
"998",50401,"General Arts",283.19
"999",50402,"General Arts",252.944444444444
"1000",50403,"General Arts",254.736842105263
"1001",50501,"General Arts",269.333333333333
"1002",50502,"General Arts",378.206666666667
"1003",50503,"General Arts",309.484
"1004",50504,"General Arts",274.64
"1005",50601,"General Arts",317.711111111111
"1006",50602,"General Arts",317.37
"1007",50603,"General Arts",269.285714285714
"1008",50604,"General Arts",264.653333333333
"1009",50605,"General Arts",319.94347826087
"1010",50701,"General Arts",295.358333333333
"1011",50702,"General Arts",291.504761904762
"1012",50703,"General Arts",269.83
"1013",50704,"General Arts",313.046666666667
"1014",50705,"General Arts",269.372222222222
"1015",50706,"General Arts",226
"1016",50707,"General Arts",273.8
"1017",50801,"General Arts",321.358333333333
"1018",50802,"General Arts",258.563333333333
"1019",50804,"General Arts",264.710526315789
"1020",50901,"General Arts",254.441666666667
"1021",50902,"General Arts",265.190476190476
"1022",51001,"General Arts",291.996031746032
"1023",51002,"General Arts",359.042016806723
"1024",51003,"General Arts",253.0625
"1025",51004,"General Arts",250.05
"1026",51101,"General Arts",257.84
"1027",51102,"General Arts",268.388888888889
"1028",51103,"General Arts",271.3125
"1029",51201,"General Arts",308.42
"1030",51202,"General Arts",343.81
"1031",51203,"General Arts",301.86875
"1032",51204,"General Arts",282.665
"1033",51205,"General Arts",274.538461538462
"1034",51206,"General Arts",268.177966101695
"1035",51301,"General Arts",281.63
"1036",51302,"General Arts",249.8
"1037",51401,"General Arts",312.593333333333
"1038",51402,"General Arts",248.678571428571
"1039",51501,"General Arts",258.831932773109
"1040",51601,"General Arts",307.305
"1041",51602,"General Arts",309.38
"1042",51603,"General Arts",318.195
"1043",51605,"General Arts",255.808
"1044",51606,"General Arts",252.041666666667
"1045",51701,"General Arts",364.658227848101
"1046",51702,"General Arts",258.6
"1047",51801,"General Arts",308.809045226131
"1048",51802,"General Arts",326.833333333333
"1049",51803,"General Arts",274.716666666667
"1050",51804,"General Arts",251.036697247706
"1051",60101,"General Arts",314.318181818182
"1052",60102,"General Arts",262.9
"1053",60103,"General Arts",261.993333333333
"1054",60104,"General Arts",362.226666666667
"1055",60105,"General Arts",290.7
"1056",60106,"General Arts",383.537037037037
"1057",60107,"General Arts",364.685714285714
"1058",60201,"General Arts",334.666666666667
"1059",60202,"General Arts",277.075
"1060",60203,"General Arts",300.35
"1061",60204,"General Arts",252.616438356164
"1062",60205,"General Arts",241.952380952381
"1063",60206,"General Arts",289.366666666667
"1064",60301,"General Arts",332.85
"1065",60302,"General Arts",258.74
"1066",60303,"General Arts",304.93
"1067",60304,"General Arts",252.73
"1068",60401,"General Arts",247.645833333333
"1069",60402,"General Arts",261.975
"1070",60403,"General Arts",244.40625
"1071",60404,"General Arts",250.931818181818
"1072",60501,"General Arts",308.3375
"1073",60502,"General Arts",289.846666666667
"1074",60503,"General Arts",247.782608695652
"1075",60504,"General Arts",264.652173913043
"1076",60505,"General Arts",273.644444444444
"1077",60601,"General Arts",312.740740740741
"1078",60602,"General Arts",250.727272727273
"1079",60603,"General Arts",247.162790697674
"1080",60604,"General Arts",261.402985074627
"1081",60605,"General Arts",257.947368421053
"1082",60701,"General Arts",319.375
"1083",60702,"General Arts",281.541666666667
"1084",60703,"General Arts",250.987012987013
"1085",60704,"General Arts",248.088235294118
"1086",60801,"General Arts",277.633333333333
"1087",60802,"General Arts",241.88
"1088",60901,"General Arts",266.1
"1089",61001,"General Arts",313.283333333333
"1090",61002,"General Arts",244.829787234043
"1091",61003,"General Arts",272.706666666667
"1092",61004,"General Arts",241.375
"1093",61005,"General Arts",248.589622641509
"1094",61101,"General Arts",255
"1095",61102,"General Arts",307.333333333333
"1096",61201,"General Arts",362.385714285714
"1097",61202,"General Arts",279.94
"1098",61203,"General Arts",257.854166666667
"1099",61204,"General Arts",240.689655172414
"1100",61301,"General Arts",277.329411764706
"1101",61302,"General Arts",252.622222222222
"1102",61303,"General Arts",253.771428571429
"1103",70101,"General Arts",376.797752808989
"1104",70102,"General Arts",366.125
"1105",70103,"General Arts",258.416666666667
"1106",70104,"General Arts",312.470588235294
"1107",70105,"General Arts",249.485436893204
"1108",70106,"General Arts",308.072222222222
"1109",70107,"General Arts",256.87037037037
"1110",70108,"General Arts",240
"1111",70109,"General Arts",238.375
"1112",70110,"General Arts",254.944444444444
"1113",70111,"General Arts",235
"1114",70112,"General Arts",307
"1115",70113,"General Arts",252.952380952381
"1116",70114,"General Arts",241.875
"1117",70119,"General Arts",261.733333333333
"1118",70201,"General Arts",257.267080745342
"1119",70204,"General Arts",235.333333333333
"1120",70301,"General Arts",267.375
"1121",70303,"General Arts",238.615384615385
"1122",70401,"General Arts",274.45
"1123",70402,"General Arts",252.258064516129
"1124",70403,"General Arts",248.333333333333
"1125",70501,"General Arts",301.3125
"1126",70502,"General Arts",338.875
"1127",70503,"General Arts",244.3
"1128",70504,"General Arts",275.4
"1129",70505,"General Arts",264.133333333333
"1130",70506,"General Arts",249
"1131",70507,"General Arts",255.823529411765
"1132",70508,"General Arts",254.576923076923
"1133",70509,"General Arts",245.166666666667
"1134",70601,"General Arts",351.355555555556
"1135",70602,"General Arts",338.8
"1136",70603,"General Arts",284.625
"1137",70604,"General Arts",277.65
"1138",70605,"General Arts",258.758333333333
"1139",70606,"General Arts",241.25
"1140",70607,"General Arts",241.846153846154
"1141",70608,"General Arts",242.9375
"1142",70701,"General Arts",290.622222222222
"1143",70702,"General Arts",248.21875
"1144",70703,"General Arts",294.95
"1145",70704,"General Arts",284.07
"1146",70705,"General Arts",254.764705882353
"1147",70801,"General Arts",266.266666666667
"1148",70802,"General Arts",245.35
"1149",70803,"General Arts",245.75
"1150",70804,"General Arts",249.714285714286
"1151",70805,"General Arts",238
"1152",70806,"General Arts",224.5
"1153",70901,"General Arts",315.62
"1154",70902,"General Arts",245.979166666667
"1155",71001,"General Arts",244.27397260274
"1156",71003,"General Arts",241.6
"1157",71004,"General Arts",249.9375
"1158",71005,"General Arts",293.044444444444
"1159",71006,"General Arts",303.797619047619
"1160",71007,"General Arts",250
"1161",71008,"General Arts",227.8
"1162",71009,"General Arts",247
"1163",71010,"General Arts",247.25
"1164",71101,"General Arts",273.85
"1165",71102,"General Arts",254.7375
"1166",71103,"General Arts",256.8
"1167",71201,"General Arts",298.226666666667
"1168",71202,"General Arts",261.321428571429
"1169",80101,"General Arts",347.5
"1170",80102,"General Arts",327
"1171",80104,"General Arts",294.841666666667
"1172",80106,"General Arts",266.78
"1173",80107,"General Arts",324.32
"1174",80109,"General Arts",260.03
"1175",80110,"General Arts",252.148148148148
"1176",80201,"General Arts",267.794444444444
"1177",80301,"General Arts",283.05
"1178",80302,"General Arts",260.091666666667
"1179",80303,"General Arts",249.6
"1180",80401,"General Arts",245.058333333333
"1181",80402,"General Arts",228.563636363636
"1182",80501,"General Arts",254.853846153846
"1183",80502,"General Arts",216.8
"1184",80503,"General Arts",227.5625
"1185",80601,"General Arts",245.41
"1186",80602,"General Arts",219.6
"1187",80701,"General Arts",238.641975308642
"1188",80801,"General Arts",268.91
"1189",80901,"General Arts",221.333333333333
"1190",80902,"General Arts",233.275
"1191",81001,"General Arts",231.967741935484
"1192",81101,"General Arts",232.222222222222
"1193",81102,"General Arts",235.133333333333
"1194",81201,"General Arts",244.8
"1195",81202,"General Arts",237.202702702703
"1196",81301,"General Arts",231.958333333333
"1197",81302,"General Arts",238.457142857143
"1198",90101,"General Arts",286.144444444444
"1199",90103,"General Arts",251.381818181818
"1200",90201,"General Arts",265.9375
"1201",90202,"General Arts",245.46
"1202",90301,"General Arts",272.3
"1203",90302,"General Arts",233.421052631579
"1204",90303,"General Arts",257.59
"1205",90401,"General Arts",290.626666666667
"1206",90402,"General Arts",273.1875
"1207",90403,"General Arts",322.075
"1208",90404,"General Arts",233.714285714286
"1209",90405,"General Arts",257.385714285714
"1210",90501,"General Arts",317.733333333333
"1211",90503,"General Arts",236.911111111111
"1212",90504,"General Arts",239
"1213",90505,"General Arts",333.177777777778
"1214",90506,"General Arts",233.363636363636
"1215",90601,"General Arts",256.2125
"1216",90602,"General Arts",283.984615384615
"1217",100101,"General Arts",244.392405063291
"1218",100102,"General Arts",311.111111111111
"1219",100104,"General Arts",337.444444444444
"1220",100105,"General Arts",274.7375
"1221",100106,"General Arts",268.975
"1222",100201,"General Arts",339.025
"1223",100202,"General Arts",274.556
"1224",100204,"General Arts",229.15
"1225",100301,"General Arts",233.470588235294
"1226",100302,"General Arts",320.577777777778
"1227",100401,"General Arts",270.091666666667
"1228",100502,"General Arts",233.230769230769
"1229",100503,"General Arts",288.6
"1230",10101,"General Science",329.1
"1231",10102,"General Science",406.414285714286
"1232",10103,"General Science",353.5625
"1233",10104,"General Science",283.363636363636
"1234",10105,"General Science",366.4875
"1235",10106,"General Science",354.68
"1236",10107,"General Science",310.658536585366
"1237",10108,"General Science",285.444444444444
"1238",10110,"General Science",419.988888888889
"1239",10111,"General Science",424.885714285714
"1240",10112,"General Science",377.466666666667
"1241",10114,"General Science",350.54
"1242",10115,"General Science",312.825
"1243",10116,"General Science",335.368421052632
"1244",10117,"General Science",382.4625
"1245",10118,"General Science",326.488888888889
"1246",10119,"General Science",279.413793103448
"1247",10121,"General Science",384.2
"1248",10128,"General Science",278.408163265306
"1249",10142,"General Science",266.3125
"1250",10201,"General Science",367.291044776119
"1251",10202,"General Science",352.383333333333
"1252",10205,"General Science",282
"1253",10213,"General Science",305.777777777778
"1254",10301,"General Science",317.785714285714
"1255",10401,"General Science",341.175
"1256",10403,"General Science",279
"1257",10501,"General Science",355.318181818182
"1258",10502,"General Science",328
"1259",20101,"General Science",367.767676767677
"1260",20102,"General Science",405.325
"1261",20103,"General Science",344.516666666667
"1262",20104,"General Science",374.833333333333
"1263",20105,"General Science",289.75
"1264",20106,"General Science",272
"1265",20201,"General Science",294.97037037037
"1266",20301,"General Science",419.477777777778
"1267",20302,"General Science",335.775510204082
"1268",20303,"General Science",356.977777777778
"1269",20401,"General Science",328.358974358974
"1270",20402,"General Science",387.696202531646
"1271",20403,"General Science",321.538461538462
"1272",20501,"General Science",320.5
"1273",20502,"General Science",254.89
"1274",20601,"General Science",337.08
"1275",20602,"General Science",308.675
"1276",20702,"General Science",264.679245283019
"1277",20801,"General Science",291.536231884058
"1278",20803,"General Science",336.066666666667
"1279",20901,"General Science",281.078947368421
"1280",21001,"General Science",293.370967741935
"1281",21002,"General Science",332.95
"1282",21003,"General Science",429.87
"1283",21004,"General Science",289.8
"1284",21005,"General Science",291.307692307692
"1285",21006,"General Science",308.575
"1286",21101,"General Science",271.368421052632
"1287",21103,"General Science",413.75
"1288",21201,"General Science",287.875
"1289",21202,"General Science",254.25
"1290",21301,"General Science",270.76
"1291",21302,"General Science",366.766666666667
"1292",21303,"General Science",360.162162162162
"1293",21401,"General Science",281.066666666667
"1294",21501,"General Science",366.4
"1295",21502,"General Science",305.76
"1296",21503,"General Science",262.117647058824
"1297",30101,"General Science",400.11875
"1298",30102,"General Science",400.158333333333
"1299",30103,"General Science",429.628571428571
"1300",30104,"General Science",424.243243243243
"1301",30105,"General Science",343.673469387755
"1302",30106,"General Science",387.20253164557
"1303",30107,"General Science",444.976923076923
"1304",30201,"General Science",302.74
"1305",30301,"General Science",406.077777777778
"1306",30302,"General Science",258.533333333333
"1307",30401,"General Science",378.430379746835
"1308",30501,"General Science",359.86
"1309",30502,"General Science",318.25
"1310",30601,"General Science",360.641025641026
"1311",30702,"General Science",265.48
"1312",30801,"General Science",331.822222222222
"1313",30903,"General Science",328.9
"1314",30904,"General Science",264.333333333333
"1315",30905,"General Science",365.142857142857
"1316",31001,"General Science",337.6
"1317",31101,"General Science",305.8
"1318",31201,"General Science",320.96
"1319",40101,"General Science",326.033333333333
"1320",40102,"General Science",340.111111111111
"1321",40103,"General Science",412.475
"1322",40104,"General Science",373.3
"1323",40105,"General Science",363.537037037037
"1324",40106,"General Science",324.56
"1325",40107,"General Science",349.622222222222
"1326",40108,"General Science",290.444444444444
"1327",40111,"General Science",273.755555555556
"1328",40201,"General Science",322.422222222222
"1329",40202,"General Science",267.822222222222
"1330",40301,"General Science",302.666666666667
"1331",40302,"General Science",260.914285714286
"1332",40401,"General Science",259.977777777778
"1333",40501,"General Science",302.4
"1334",40601,"General Science",294.8
"1335",40701,"General Science",268.222222222222
"1336",40801,"General Science",252
"1337",40901,"General Science",248.48
"1338",40902,"General Science",290.72
"1339",40903,"General Science",303.022222222222
"1340",40904,"General Science",332.566666666667
"1341",41001,"General Science",264.272727272727
"1342",41101,"General Science",249
"1343",50101,"General Science",366.244444444444
"1344",50102,"General Science",410.470588235294
"1345",50103,"General Science",357.909090909091
"1346",50104,"General Science",377.4125
"1347",50105,"General Science",380.3125
"1348",50106,"General Science",340.162962962963
"1349",50107,"General Science",391.708955223881
"1350",50108,"General Science",410.896
"1351",50109,"General Science",342.381818181818
"1352",50110,"General Science",420.13
"1353",50111,"General Science",355.525925925926
"1354",50112,"General Science",334
"1355",50113,"General Science",369.377777777778
"1356",50114,"General Science",360.425
"1357",50115,"General Science",349.42
"1358",50201,"General Science",392
"1359",50202,"General Science",347.26
"1360",50203,"General Science",326.22
"1361",50206,"General Science",266.692307692308
"1362",50301,"General Science",353.944444444444
"1363",50302,"General Science",280.288888888889
"1364",50401,"General Science",260.985294117647
"1365",50501,"General Science",271.536585365854
"1366",50502,"General Science",373.35
"1367",50503,"General Science",288.02
"1368",50601,"General Science",311.016666666667
"1369",50602,"General Science",324.36
"1370",50604,"General Science",249.5
"1371",50605,"General Science",319.18
"1372",50701,"General Science",277.825
"1373",50703,"General Science",264.22
"1374",50704,"General Science",313.74
"1375",50801,"General Science",305.8375
"1376",50901,"General Science",265.315789473684
"1377",51001,"General Science",296.925
"1378",51002,"General Science",357.361538461538
"1379",51003,"General Science",261.263157894737
"1380",51004,"General Science",233.5
"1381",51101,"General Science",266.238095238095
"1382",51102,"General Science",282.56
"1383",51201,"General Science",285.1
"1384",51202,"General Science",320.516666666667
"1385",51203,"General Science",279.444444444444
"1386",51204,"General Science",265.9375
"1387",51301,"General Science",260.86
"1388",51401,"General Science",283.06
"1389",51601,"General Science",297.46
"1390",51602,"General Science",314.8
"1391",51603,"General Science",298.06
"1392",51701,"General Science",320.333333333333
"1393",51802,"General Science",317.4
"1394",51803,"General Science",267.041666666667
"1395",60101,"General Science",297.727272727273
"1396",60103,"General Science",279.090909090909
"1397",60104,"General Science",371.09
"1398",60105,"General Science",291.82
"1399",60106,"General Science",399.457142857143
"1400",60107,"General Science",359.025641025641
"1401",60201,"General Science",326.3
"1402",60203,"General Science",282.4
"1403",60301,"General Science",334.625
"1404",60303,"General Science",293.56
"1405",60402,"General Science",264.673913043478
"1406",60403,"General Science",234
"1407",60501,"General Science",304.8125
"1408",60502,"General Science",287.94
"1409",60601,"General Science",320.466666666667
"1410",60701,"General Science",324.75
"1411",60702,"General Science",273.74
"1412",60801,"General Science",271.633333333333
"1413",60901,"General Science",270.74
"1414",61001,"General Science",336.288888888889
"1415",61201,"General Science",370.8
"1416",61202,"General Science",274.62
"1417",61203,"General Science",260.78
"1418",61301,"General Science",282.266666666667
"1419",61302,"General Science",269.352941176471
"1420",70101,"General Science",392.155555555556
"1421",70102,"General Science",380.7
"1422",70103,"General Science",260.285714285714
"1423",70104,"General Science",312.283333333333
"1424",70105,"General Science",263.111111111111
"1425",70109,"General Science",244.6
"1426",70110,"General Science",259
"1427",70201,"General Science",266.791666666667
"1428",70301,"General Science",253.620689655172
"1429",70401,"General Science",271.54
"1430",70501,"General Science",290.175
"1431",70502,"General Science",357.833333333333
"1432",70505,"General Science",264.25
"1433",70601,"General Science",371.911111111111
"1434",70602,"General Science",339.525
"1435",70603,"General Science",280.475
"1436",70604,"General Science",256.884615384615
"1437",70605,"General Science",249.911764705882
"1438",70701,"General Science",307.977777777778
"1439",70703,"General Science",279.175
"1440",70801,"General Science",276.377777777778
"1441",70802,"General Science",236.5
"1442",70901,"General Science",311
"1443",71001,"General Science",241.368421052632
"1444",71004,"General Science",275.1875
"1445",71005,"General Science",317.688888888889
"1446",71006,"General Science",296.52380952381
"1447",71101,"General Science",263.421052631579
"1448",71103,"General Science",245.681818181818
"1449",71104,"General Science",212
"1450",71201,"General Science",309.04
"1451",80101,"General Science",359.6
"1452",80102,"General Science",326.52
"1453",80107,"General Science",354.1375
"1454",80108,"General Science",280.711111111111
"1455",80109,"General Science",259.048780487805
"1456",80201,"General Science",271.86
"1457",80301,"General Science",270.22
"1458",80401,"General Science",238.611111111111
"1459",80501,"General Science",262.584615384615
"1460",80601,"General Science",231.02380952381
"1461",80701,"General Science",259.138888888889
"1462",80801,"General Science",251.8
"1463",80902,"General Science",242.791666666667
"1464",81201,"General Science",245.5
"1465",81301,"General Science",237.304347826087
"1466",90101,"General Science",291.044444444444
"1467",90201,"General Science",255.125
"1468",90301,"General Science",268.257142857143
"1469",90401,"General Science",278.6
"1470",90402,"General Science",264.766666666667
"1471",90403,"General Science",335.6375
"1472",90501,"General Science",320.844444444444
"1473",90505,"General Science",366.391304347826
"1474",100102,"General Science",298.433333333333
"1475",100104,"General Science",334
"1476",100201,"General Science",356.1125
"1477",100202,"General Science",286.95
"1478",100302,"General Science",318.266666666667
"1479",100401,"General Science",261.425
"1480",100503,"General Science",276
"1481",9010102,"Hair Dressing",258.777777777778
"1482",10101,"Home Economics",300.571428571429
"1483",10102,"Home Economics",377.111111111111
"1484",10103,"Home Economics",336.040816326531
"1485",10104,"Home Economics",285.854545454545
"1486",10106,"Home Economics",319
"1487",10107,"Home Economics",303.121951219512
"1488",10108,"Home Economics",294.022222222222
"1489",10109,"Home Economics",277.5
"1490",10110,"Home Economics",385.825
"1491",10112,"Home Economics",375.966666666667
"1492",10114,"Home Economics",335.02
"1493",10115,"Home Economics",299.897435897436
"1494",10116,"Home Economics",298.051282051282
"1495",10117,"Home Economics",353.615384615385
"1496",10118,"Home Economics",310.711111111111
"1497",10119,"Home Economics",279.12
"1498",10120,"Home Economics",269.72
"1499",10128,"Home Economics",249.01
"1500",10201,"Home Economics",355.955555555556
"1501",10202,"Home Economics",340.9
"1502",10203,"Home Economics",275.555555555556
"1503",10204,"Home Economics",250.525
"1504",10205,"Home Economics",291.033333333333
"1505",10210,"Home Economics",262.383333333333
"1506",10213,"Home Economics",303.7
"1507",10301,"Home Economics",299.809523809524
"1508",10302,"Home Economics",261.763636363636
"1509",10401,"Home Economics",328.333333333333
"1510",10402,"Home Economics",244.02380952381
"1511",10403,"Home Economics",225.333333333333
"1512",10501,"Home Economics",328.422222222222
"1513",10503,"Home Economics",279.525
"1514",10504,"Home Economics",279.975
"1515",20103,"Home Economics",330.733333333333
"1516",20104,"Home Economics",341.488888888889
"1517",20105,"Home Economics",306.5
"1518",20106,"Home Economics",286.825
"1519",20202,"Home Economics",250.816666666667
"1520",20204,"Home Economics",251.910714285714
"1521",20301,"Home Economics",408.32
"1522",20302,"Home Economics",318.9
"1523",20303,"Home Economics",331.266666666667
"1524",20304,"Home Economics",280.1
"1525",20305,"Home Economics",275.24
"1526",20401,"Home Economics",319.725
"1527",20402,"Home Economics",375.075
"1528",20403,"Home Economics",329.538461538462
"1529",20404,"Home Economics",302.8
"1530",20405,"Home Economics",242.55
"1531",20406,"Home Economics",249.1
"1532",20407,"Home Economics",248.882352941176
"1533",20408,"Home Economics",261
"1534",20409,"Home Economics",242
"1535",20410,"Home Economics",301.455696202532
"1536",20501,"Home Economics",305.8
"1537",20502,"Home Economics",245.76
"1538",20503,"Home Economics",269.833333333333
"1539",20601,"Home Economics",328.4
"1540",20602,"Home Economics",297.477272727273
"1541",20603,"Home Economics",277.8375
"1542",20604,"Home Economics",244.577777777778
"1543",20606,"Home Economics",251.35
"1544",20701,"Home Economics",238.5
"1545",20702,"Home Economics",241.830508474576
"1546",20801,"Home Economics",272.533333333333
"1547",20802,"Home Economics",225
"1548",20803,"Home Economics",277.833333333333
"1549",20804,"Home Economics",247.875
"1550",20805,"Home Economics",238.714285714286
"1551",20902,"Home Economics",275
"1552",21001,"Home Economics",293.354838709677
"1553",21002,"Home Economics",311.35
"1554",21004,"Home Economics",292.246153846154
"1555",21005,"Home Economics",257.772151898734
"1556",21006,"Home Economics",300.875
"1557",21007,"Home Economics",259.033333333333
"1558",21008,"Home Economics",245.7
"1559",21101,"Home Economics",263.953846153846
"1560",21102,"Home Economics",311.28
"1561",21103,"Home Economics",401.633333333333
"1562",21104,"Home Economics",248.425925925926
"1563",21201,"Home Economics",289.233333333333
